year,Group(小組分組),Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Goal_dif,Result,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,rank_diff
2018,Group F,Germany,0,1,Mexico,-1,0,7.990909091,-1.709090909,6.081818182,6.681818182,0.018181818,-0.393188854,0.882352941,9.569659443,3.845201238,11.58823529,2.294117647,7.968181818,-3.040909091,1.963636364,9.245454545,1.840909091,3.336363636,3.759090909,5.372727273,11.71818182,6.190909091,-2.422727273,1.390909091,-4.409090909,10.86818182,-5.468181818,6.745454545,-3.590909091,0.695454545,6.740909091,3.718181818,1.172727273,10.02272727,-1.522727273,9.604545455,-5.163636364,6.85,9.486363636,10.50909091,9.004545455,3.290909091,0.636363636,3.881818182,1.936363636,2.568181818,0.666666667,-15
2018,Group F,Sweden,1,0,Korea Republic,1,1,1.816666667,-994.0625,24.46666667,-12412.03889,0.255555556,-4.049019608,-1.525490196,1.674509804,4.360784314,-8.164705882,21.99019608,2.611111111,-0.561111111,2.483333333,11.88333333,3.722222222,6.027777778,4.555555556,-4.627777778,5.383333333,2.5,-8.9,-9.238888889,-11.68888889,6.727777778,-3.461111111,-3.094444444,1.305555556,-3.244444444,18.15555556,-3.5,10.61111111,2.65,-4.077777778,9.333333333,-6.061111111,17.23888889,3.116666667,4.566666667,4.155555556,-4.4,-0.211111111,-1.355555556,-1.416666667,1.564285714,35.58333333,-42
2018,Group G,Belgium,3,0,Panama,3,1,13.04545455,2,4.742424242,2.378787879,0.212121212,3.964912281,17.4122807,19.28070175,13.68421053,12.76315789,1.701754386,15.66666667,10.10606061,8.03030303,11.62121212,18.51515152,6.121212121,12.63636364,8.227272727,8.833333333,8.96969697,-1.015151515,2.166666667,-2.515151515,15.01515152,2.454545455,13.89393939,-0.318181818,-5.636363636,-0.378787879,7.015151515,3.409090909,6.46969697,11.95454545,17.54545455,13.53030303,18.22727273,6.651515152,6.439393939,4.136363636,11.5,7.909090909,8.242424242,9.833333333,10.75757576,-0.913398693,-50
2018,Group G,Tunisia,1,2,England,-1,0,-8.142857143,-1.68452381,-1.583333333,-0.833333333,0.023809524,-2.142857143,-7.523809524,-7.142857143,-6.333333333,-5.238095238,-4.714285714,0.803571429,-2.660714286,-3.702380952,-2.553571429,-1.43452381,1.380952381,-0.392857143,-0.261904762,-1.761904762,-2.541666667,0.875,-0.654761905,3.261904762,-10.56547619,-0.089285714,-4.267857143,-9.928571429,2.547619048,-4.041666667,2.178571429,-6.339285714,2.970238095,-4.30952381,-6.505952381,-1.244047619,-7.851190476,-2.351190476,4.041666667,1.577380952,-10.9702381,-10.16666667,-7.148809524,-11.01190476,-8.375,-0.913398693,12
2018,Group H,Poland,1,2,Senegal,-1,0,-2.473684211,2.48245614,0.26754386,1.135964912,-0.285087719,-10.41477273,2.727272727,-0.136363636,-4.301136364,-0.994318182,-6.505681818,-5.149122807,-0.635964912,-6.337719298,-4.271929825,6.640350877,-10.46929825,0.543859649,1.960526316,-2.078947368,-6.01754386,-9.399122807,-11.77192982,-6.013157895,-2.561403509,-0.118421053,-3.557017544,-2.535087719,-10.05263158,-6.429824561,-0.219298246,-2.456140351,-1.578947368,-5.890350877,-2.627192982,1.657894737,-2.885964912,-3.973684211,-5.714912281,-6.881578947,6.925438596,7.057017544,5.701754386,5.907894737,4.846491228,4.333333333,-16
2018,Group H,Colombia,1,2,Japan,-1,0,5.35,-1.345394737,8.9375,-5596.775,0.125,3.714285714,3.166666667,1.53968254,0.984126984,0.761904762,7.325396825,4.3375,0.7625,7.15,3.375,-3.175,2.6,-1.1625,-3.025,1.0625,0.8875,-2.7875,4.475,-4.05,4.5375,-6.25,5.85,0.225,-7,10.2125,0.525,4.3625,3.1,-0.9625,1.6625,2.6875,2.5125,0.7375,-2.675,2.6375,3.3375,1.0375,2.6,1.725,3.651315789,12.66666667,-44
2018,Group A,Russia,3,1,Egypt,2,1,-1.071428571,0.571428571,4.785714286,1.857142857,-0.142857143,1.666666667,11.16666667,3.5,0.166666667,-9.083333333,-6,3.785714286,3.678571429,-1,-7.607142857,5.964285714,-6.678571429,-0.071428571,5.178571429,-9.428571429,-6.25,-0.428571429,-0.857142857,-5.25,-1.892857143,-8.071428571,10,-13,-10.85714286,-3.607142857,2.535714286,-15.53571429,-18.35714286,2.642857143,5.214285714,-0.071428571,-2.821428571,-15.82142857,-16.21428571,-13.35714286,9.035714286,3.928571429,12.32142857,12.17857143,10.60714286,-0.913398693,33
2018,Group A,Uruguay,1,0,Saudi Arabia,1,1,9.524475524,1.482517483,4.944055944,4.755244755,0.223776224,-3.383838384,11.47474747,10.02020202,7.404040404,6.555555556,7.505050505,6.846153846,13.0979021,11.1048951,12.93006993,10.16083916,8.755244755,8.230769231,12.00699301,12.13286713,10.74125874,-1.160839161,-1.545454545,-2.762237762,12.43356643,-1.398601399,10.0979021,3.51048951,6.34965035,5.090909091,5.937062937,11.18881119,7.699300699,10.44055944,9.244755245,12.24475524,13.1958042,4.48951049,8.51048951,5,0.076923077,-2.055944056,3.300699301,1.251748252,2.090909091,5,-42
2018,Group B,Portugal,1,0,Morocco,1,1,8.576388889,0.069444444,-2.916666667,-1.375,0.319444444,2.566666667,9.358333333,11.15833333,8.55,5.558333333,2.658333333,9,6.097222222,1.215277778,6.763888889,3.458333333,4.666666667,7.305555556,7.125,7,5.3125,4.902777778,2.534722222,6.951388889,9.708333333,5.923611111,6.3125,7.354166667,7.055555556,-0.201388889,8.229166667,-0.104166667,5.395833333,4.743055556,9.25,6.131944444,11.86805556,1.638888889,4.465277778,0.631944444,1.555555556,3.604166667,1.270833333,2.993055556,4.666666667,27,-37
2018,Group B,IR Iran,0,1,Spain,-1,0,-7.666666667,1.444444444,-0.111111111,-7.777777778,1.666666667,-0.354477904,0.876004879,0.9439917,0.525478923,0.309254115,-0.096354872,21.44444444,38,36.55555556,7.111111111,30.44444444,44.66666667,23.66666667,24,3.444444444,25.33333333,27.11111111,28.44444444,20.33333333,1.666666667,20,2.333333333,-3.777777778,23.77777778,20.22222222,36.77777778,36.77777778,23.88888889,36,-1.111111111,24.66666667,-0.444444444,25.33333333,26.88888889,25.66666667,-53.55555556,-53.55555556,-62.55555556,-50.66666667,-56.55555556,1,26
2018,Group C,France,1,0,Peru,1,1,9.192934783,-0.497282609,6.008152174,5.994565217,0.138586957,-2.857692308,4.415384615,6.542307692,5.653846154,7.053846154,7.880769231,5.0625,5.676630435,12.58967391,12.83152174,9.130434783,7.885869565,7.581521739,3.448369565,12.58152174,11.4048913,0.432065217,0.948369565,0.701086957,11.375,-4.967391304,6.972826087,12.1875,4.945652174,10.9701087,7.119565217,12.30706522,9.956521739,4.508152174,10.35054348,5.747282609,14.31521739,7.747282609,8.010869565,8.692934783,-2.95923913,-2.149456522,-2.241847826,-3.252717391,-1.464673913,11.66666667,-2
2018,Group C,Denmark,1,1,Australia,0,0,4.466507177,-1.363636364,4.801435407,2.988038278,0.057416268,-3.967105263,0.851973684,3.582236842,2.069078947,0.894736842,-2.003289474,-0.76076555,0.306220096,7.925837321,5.744019139,5.511961722,2.562200957,-0.198564593,8.956937799,6.619617225,6.043062201,-6.167464115,-2.873205742,-2.277511962,5.435406699,-6.495215311,4.626794258,-0.5,-3.196172249,-1.854066986,0.674641148,-1.54784689,-0.289473684,1.703349282,6.373205742,-1.679425837,2.387559809,2.732057416,0.248803828,-3.21291866,-0.799043062,-0.861244019,-1.074162679,-2.09569378,-1.820574163,-10.66666667,-26
2018,Group D,Argentina,0,3,France,-3,0,-1.030434783,2.884782609,-4.095652174,-2.769565217,0.523913043,-1.505555556,4.533333333,1.816666667,2.111111111,-4.955555556,-5.038888889,5,6.110869565,-2.452173913,-0.006521739,6.269565217,4.439130435,7.743478261,8.589130435,0.593478261,3.182608696,-0.819565217,-2.010869565,4.323913043,-2.1,7.067391304,2.002173913,-7.7,-3.245652174,-2.182608696,6.730434783,-0.719565217,-4.756521739,4.604347826,3.336956522,2.565217391,0.534782609,-2.134782609,-2.610869565,-3.530434783,-2.82826087,-2.413043478,-3.095652174,-1.484782609,-2.097826087,-8,-5
2018,Group D,Nigeria,2,0,Iceland,2,1,6.56043956,-3.142857143,-2.934065934,-1.307692308,0.626373626,12.91666667,1.916666667,3,9.666666667,-3.5,2.583333333,2.241758242,3.307692308,6,7.879120879,5.582417582,14.35164835,3.472527473,1.406593407,4.296703297,8.296703297,10.78021978,11.97802198,10.84615385,4.230769231,1.945054945,4.087912088,9.681318681,5.417582418,0.362637363,0.945054945,4.318681319,-2.956043956,7.538461538,-0.076923077,7.131868132,4.934065934,-0.153846154,0.153846154,1.483516484,-4.681318681,-3.912087912,-4.230769231,-2.505494505,-1.505494505,-21,29
2018,Group E,Brazil,2,0,Costa Rica,2,1,0.791326782,17.0129011,0.174457007,210.7823238,0.005762844,-0.354477904,0.876004879,0.9439917,0.525478923,0.309254115,-0.096354872,0.127278283,0.247845974,0.362766423,0.507890483,0.796086415,-0.06343048,0.261854242,0.66968078,0.453206263,0.347178953,-0.378939691,-0.293678785,-0.206538701,0.897702617,-0.607800427,0.821834966,-0.046499603,-0.212613776,-0.010418556,0.153743475,-0.375867296,-0.271214114,0.218407042,0.63489657,0.429642513,0.757598226,-0.240257888,-0.375051052,-0.473733762,0.80184578,0.502551904,0.890084886,0.811894756,0.809770888,-0.913398693,-24
2018,Group E,Serbia,1,2,Switzerland,-1,0,0.473856209,-0.950980392,3.120915033,1.388888889,0.094771242,-1.571428571,2.923809524,1.4,2.366666667,-7.642857143,-1.504761905,1.385620915,3.39869281,-0.150326797,0.758169935,3.732026144,0.245098039,1.483660131,-0.784313725,1.594771242,1.258169935,-1.31372549,-4.130718954,-4.264705882,1.346405229,-4.300653595,1.04248366,-2.60130719,-1.251633987,-0.607843137,2.37254902,-4.754901961,-8.901960784,-1.673202614,-0.679738562,5.173202614,2.790849673,-4.692810458,-8.039215686,-8.506535948,-1.421568627,0.45751634,1.598039216,-0.111111111,-1.362745098,-7.333333333,28
2018,Group F,Germany,2,1,Sweden,1,1,9.25,-1.55,0.1,2.65,0,10.64705882,4.941176471,9.470588235,6.235294118,9.352941176,-0.529411765,10.15,3.5,4.95,9.15,5.25,5.45,2.85,3.95,10.85,7.6,8.25,11.15,3.8,10.1,4.7,6.85,4.25,1.95,1.05,5.4,-4.1,10.6,5.05,9.65,2.65,7.5,6.4,8.2,7.45,2.1,2.1,2.5,1.55,2.9,3.666666667,-17
2018,Group F,Korea Republic,1,2,Mexico,-1,0,-3.075757576,993.9034091,-18.48484848,12416.07071,-0.237373737,-6.99122807,-2.533333333,-1.575438596,-6.750877193,10.4,-19.16666667,-4.792929293,-5.97979798,-5.46969697,-11.78787879,-7.131313131,-8.141414141,-3.646464646,6.050505051,-4.515151515,-3.909090909,-1.772727273,-0.52020202,3.47979798,-5.95959596,-6.707070707,2.98989899,-9.146464646,1.98989899,-12.46464646,1.818181818,-5.338383838,-3.227272727,-2.494949495,-9.378787879,-1.752525253,-17.88888889,-0.03030303,-2.257575758,-2.601010101,5.590909091,-1.252525253,2.737373737,1.803030303,-1.896103896,-38.58333333,44
2018,Group G,Belgium,5,2,Tunisia,3,1,9.688311688,3.142857143,3.909090909,4.045454545,0.188311688,2.77443609,10.72180451,9.518796992,8.255639098,0.263157895,4.368421053,0.571428571,4.558441558,0.649350649,3.883116883,4.824675325,-0.75974026,2.779220779,4.155844156,1.928571429,2.636363636,-1.181818182,0.571428571,-2.11038961,10.53896104,1.668831169,6.37012987,6.11038961,-2.850649351,5.954545455,0.753246753,-3.376623377,-7.292207792,4.597402597,6.25974026,3.149350649,9.87012987,-4.038961039,-9.227272727,-7.649350649,11.42857143,10.90909091,8.266233766,11.42857143,9.590909091,-0.913398693,-22
2018,Group G,England,6,1,Panama,5,1,11.5,0.541666667,2.416666667,-0.833333333,0,3.333333333,14.21428571,16.9047619,11.76190476,17.73809524,2.047619048,14.29166667,8.208333333,11.08333333,10.29166667,15.125,5.5,10.25,4.333333333,8.666666667,8.875,-0.708333333,2.25,-3.666666667,15.04166667,0.875,11.79166667,3.5,-5.333333333,-2.291666667,4.083333333,13.125,10.79166667,11.66666667,17.79166667,11.625,16.20833333,13.04166667,11.625,10.20833333,11.04166667,7.166666667,7.125,9.416666667,9.541666667,-0.913398693,-40
2018,Group H,Poland,0,3,Colombia,-3,0,-2.223684211,0.503289474,2.996710526,2.427631579,-0.243421053,-6.401785714,-0.5,-2.428571429,-3.866071429,-2.741071429,-0.901785714,-5.753289474,-1.865131579,-4.671052632,-3.980263158,3.098684211,-6.302631579,-3.226973684,-1.664473684,-2.391447368,-4.871710526,-3.628289474,-6.730263158,-5.513157895,-1.082236842,-0.368421053,-2.973684211,-1.493421053,-0.552631579,0.174342105,-1.927631579,1.148026316,-2.828947368,-0.161184211,-1.523026316,-6.029605263,-0.115131579,-6.411184211,-3.256578947,-4.819078947,2.904605263,3.786184211,1.368421053,5.282894737,1.138157895,7.333333333,-6
2018,Group H,Japan,2,2,Senegal,0,0,-5.6,3.324561404,-11.66666667,5595.483333,-0.166666667,-7.727272727,0.060606061,0.752525253,-1.419191919,0.984848485,-12.92929293,-3.733333333,0.466666667,-8.816666667,-3.666666667,6.716666667,-6.766666667,4.933333333,6.65,-0.75,-2.033333333,-2.983333333,-9.516666667,3.55,-6.016666667,6.5,-6.433333333,-1.266666667,-2.5,-16.81666667,1.183333333,-7.966666667,-1.85,-4.766666667,-2.766666667,5,-5.283333333,1.7,0.216666667,-4.7,0.683333333,2.233333333,1.733333333,-1.1,0.057017544,-15.66666667,34
2018,Group A,Uruguay,3,0,Russia,3,1,2.186813187,1.274725275,-1.978021978,-3.010989011,-0.087912088,2.060606061,-0.803030303,0.909090909,2.015151515,10.83333333,5.727272727,-1.43956044,-0.967032967,2.923076923,4.241758242,-0.098901099,1.274725275,0.802197802,-3.967032967,2.197802198,0.923076923,1.813186813,-0.142857143,1.692307692,2.758241758,2.263736264,-1.538461538,11.69230769,1.934065934,-0.142857143,-3.43956044,11.74725275,9.010989011,-0.065934066,-1.56043956,3.725274725,3.494505495,9.879120879,11.40659341,5.857142857,-0.208791209,1.879120879,1.274725275,0.186813187,2.142857143,-5,-43
2018,Group A,Saudi Arabia,2,1,Egypt,1,1,-8.409090909,0.363636364,-2.136363636,-5.909090909,-0.454545455,7.111111111,-1.111111111,-5.611111111,-5.222222222,-4.805555556,-7.777777778,-4.5,-10.38636364,-9.181818182,-16.29545455,-4.295454545,-14.15909091,-7.5,-10.79545455,-19.36363636,-16.06818182,2.545454545,0.545454545,-0.795454545,-11.56818182,-4.409090909,-1.636363636,-4.818181818,-15.27272727,-8.840909091,-6.840909091,-14.97727273,-17.04545455,-7.863636364,-5.590909091,-8.590909091,-12.52272727,-10.43181818,-13.31818182,-12.5,8.75,7.863636364,10.29545455,11.11363636,10.65909091,-0.913398693,32
2018,Group B,IR Iran,1,1,Portugal,0,0,-12.55555556,-2,4.555555556,4.222222222,-0.777777778,-3.928571429,-11.48214286,-15.33928571,-12.32142857,-8.767857143,-4.125,-21.55555556,-18.22222222,-7.222222222,-18.77777778,-13.88888889,-19,-20.88888889,-16,-16.55555556,-16.66666667,-11.66666667,-8.777777778,-14.55555556,-13.66666667,-12.11111111,-9.666666667,-6.444444444,-16.77777778,0.111111111,-17.88888889,-13.55555556,-15.44444444,-17.55555556,-18.11111111,-15.77777778,-21,-10.55555556,-13.88888889,-9.777777778,6.888888889,4.777777778,6.111111111,6.777777778,5.777777778,-28,29
2018,Group B,Spain,2,2,Morocco,0,0,3.6875,-3.375,1.75,10.625,-2.125,-0.354477904,0.876004879,0.9439917,0.525478923,0.309254115,-0.096354872,-34,-50.125,-42.5625,-19.125,-40.875,-59,-37.25,-32.875,-13,-36.6875,-33.875,-34.6875,-27.9375,-5.625,-26.1875,-5.6875,4.6875,-33.5,-20.3125,-46.4375,-50.4375,-33.9375,-48.8125,-7.75,-34.3125,-8.6875,-34.25,-36.3125,-34.8125,62,61.9375,69.9375,60.4375,67,-2,-34
2018,Group C,Denmark,0,0,France,0,0,-7.084980237,0.071146245,2.895256917,2.539525692,-0.18972332,-6.292105263,-4.010526316,-6.955263158,-7.868421053,-8.005263158,-4.965789474,-8.181818182,-3.011857708,-2.515810277,-8.001976285,-4.039525692,-7.488142292,-7.365612648,-1.988142292,-6.54743083,-7.490118577,-8.14229249,-6.397233202,-7.735177866,-9.090909091,-6.646245059,-3.984189723,-5.5,-5.786561265,-2.373517787,-5.14229249,-7.733201581,-9.456521739,-5.150197628,-4.276679842,-4.798418972,-10.01976285,-6.071146245,-8.169960474,-12.4486166,0.249011858,0.541501976,0.440711462,-0.162055336,-0.484189723,-13.33333333,3
2018,Group C,Australia,0,2,Peru,-2,0,-2.358552632,0.9375,4.101973684,5.546052632,-0.108552632,-5.182692308,-0.447115385,-3.995192308,-4.283653846,-1.846153846,4.918269231,-2.358552632,2.358552632,2.148026316,-0.914473684,-0.421052632,-2.164473684,0.414473684,-7.496710526,-0.585526316,-2.128289474,-1.542763158,-2.575657895,-4.756578947,-3.151315789,-5.118421053,-1.638157895,7.1875,2.355263158,10.45065789,1.302631579,6.121710526,0.789473684,-2.345394737,-0.299342105,2.628289474,1.907894737,-1.055921053,-0.407894737,-0.542763158,-1.911184211,-0.746710526,-0.726973684,-1.319078947,-0.128289474,9,27
2018,Group D,Nigeria,1,2,Argentina,-1,0,-6.253846154,-3.45,4.323076923,1.592307692,-0.580769231,3.305555556,-15.25,-14.5,-10.27777778,0.555555556,1.472222222,-14.61538462,-14.54230769,0.8,-9.642307692,-15.24615385,-8.776923077,-19.08461538,-21.15769231,-12.39615385,-11.24615385,-0.126923077,3.442307692,-8.303846154,-6.669230769,-8.619230769,-9.119230769,3.238461538,-0.603846154,-0.523076923,-14.36923077,-2.688461538,-0.584615385,-11.76153846,-18.32692308,-8.153846154,-11.02307692,1.546153846,2.503846154,2.169230769,-2.188461538,-1.269230769,0.169230769,-1.026923077,-1.326923077,-23,47
2018,Group D,Iceland,1,2,Croatia,-1,0,-10.59663866,1.789915966,2.386554622,0.352941176,-0.621848739,-7.333333333,-11.63333333,-14.76666667,-16.66666667,0.2,-2.3,-12.62184874,-11.47058824,-6.058823529,-15.6302521,-17.60504202,-18.84033613,-14.44537815,-13.83193277,-13.8487395,-14.78991597,-8.268907563,-5.932773109,-13.82352941,-7.764705882,-2.773109244,-9.327731092,-5.907563025,-7.453781513,-0.756302521,-7.537815126,-5.327731092,-0.663865546,-13.41176471,-13.35294118,-14.1092437,-12.56302521,-1.647058824,-0.058823529,-1.537815126,0.554621849,1.554621849,3.529411765,1.487394958,0.722689076,0,5
2018,Group E,Serbia,0,2,Brazil,-2,0,0.791326782,17.0129011,0.174457007,210.7823238,0.005762844,-0.354477904,0.876004879,0.9439917,0.525478923,0.309254115,-0.096354872,0.127278283,0.247845974,0.362766423,0.507890483,0.796086415,-0.06343048,0.261854242,0.66968078,0.453206263,0.347178953,-0.378939691,-0.293678785,-0.206538701,0.897702617,-0.607800427,0.821834966,-0.046499603,-0.212613776,-0.010418556,0.153743475,-0.375867296,-0.271214114,0.218407042,0.63489657,0.429642513,0.757598226,-0.240257888,-0.375051052,-0.473733762,0.80184578,0.502551904,0.890084886,0.811894756,0.809770888,-0.913398693,34
2018,Group E,Switzerland,2,2,Costa Rica,0,0,5.484126984,-0.166666667,6.055555556,6.611111111,0.182539683,-0.5,15.6,10.26666667,7.8,6.5,5.6,5.126984127,11.63492063,6.444444444,6.46031746,9.015873016,4.595238095,8.079365079,10.95238095,6.111111111,7.817460317,-4.761904762,0.492063492,-1.928571429,5.317460317,-4.111111111,12.00793651,-8.650793651,3.579365079,7.523809524,14.33333333,0.738095238,2.523809524,9.412698413,9.444444444,8.944444444,6.73015873,1.650793651,6.476190476,1.817460317,1.261904762,0.206349206,0.880952381,1.396825397,0.69047619,-8,-18
